51307933550,dec,291,174
51307939820,fce,110,195
51307949209,fcc,209,19
51307964979,gcf,225,209
51307984629,aad,12,168
51307989926,eaf,262,269
51307994917,edb,186,295
51308008117,deg,295,158
51308023350,bfc,70,144
51308023982,geg,230,248
51308037225,ggc,205,217
51308052869,fef,217,164
51308080541,dbb,274,187
51308085650,cga,254,142
51308114037,bgd,67,39
51308128385,efa,51,138
51308132383,caf,239,97
51308133278,aed,289,245
51308163659,dca,273,119
51308186804,cag,10,233
51308187833,gga,168,116
51308194095,edc,299,267
51308237461,gag,209,163
51308243323,afb,44,197
51308256992,bdf,2,65
51308262620,cad,124,151
51308299756,ecc,152,235
51308303288,gbc,13,219
51308307186,fee,145,292
51308311204,baf,183,229
51308336192,adf,107,55
51308359324,ddg,220,212
51308368156,gfd,74,121
51308386925,abc,151,316
51308413654,efa,277,139
51308429766,add,254,68
51308431562,bba,10,189
51308436268,cca,198,143
51308436373,cab,59,76
51308446573,gbb,262,290
51308462440,ffd,98,65
51308477299,bcg,219,117
51308478409,eff,193,76
51308501244,faf,264,277
51308528657,beb,272,99
51308557823,bga,8,187
51308558209,ccg,99,282
51308559815,gcg,126,65
51308566893,dea,1,184
51308581324,ebg,168,295
51308595058,cad,168,140
51308596395,edc,55,258
51308599334,cgf,114,49
51308608424,fed,62,280
51308626293,cab,80,62
51308638088,cba,37,5
51308651425,gce,254,219
51308660670,dbd,247,207
51308679705,bbc,52,212
51308686474,gcc,168,295
51308703634,dfd,1,50
51308706623,bdf,96,72
51308708320,gfb,297,78
51308709864,gef,52,248
51308754840,fdf,292,250
51308761541,fff,206,170
51308762861,dgf,282,321
51308764701,cgc,278,44
51308786844,gab,204,128
51308798579,fgg,139,93
51308833148,agb,65,12
51308839686,geg,286,277
51308846292,cff,184,215
51308857096,aae,154,213
51308869047,fad,38,49
51308870157,ecg,18,273
51308872447,ccb,87,284
51308875078,acb,92,72
51308876046,ece,38,196
51308886156,cag,139,212
51308915972,acb,167,66
51308928683,bec,246,58
51308929955,cca,181,157
51308932485,edd,19,225
51308936815,egd,284,263
51308939563,dde,221,22
51308999022,dac,81,149
51309004506,dbf,92,261
51309014865,ecb,182,213
51309017136,fbc,237,151
51309027253,cde,63,11
51309040320,ebd,15,96
51309049112,bce,77,205
51309063543,bda,163,215
51309067309,egb,101,275
51309096652,bfd,62,87
51309098278,cac,158,68
51309104597,aaa,90,182
51309129651,bfg,263,29
51309131320,fbb,210,266
51309140972,dff,102,107
51309143130,bge,164,48
51309184034,cbg,161,29
51309214290,gaa,189,7
51309222332,afg,141,17
51309229047,gca,196,291
51309251998,bee,123,125
51309261741,gbb,261,287
51309281148,ecf,136,25
51309285332,egf,138,16
51309289779,feb,30,267
51309301579,ecg,297,232
51309302820,cdc,138,261
51309313859,fbf,144,132
51309321369,afd,101,60
51309348797,cab,76,50
51309358640,fgf,282,131
51309372251,aeg,113,64
51309380951,aga,140,10
51309405359,fcb,182,45
51309406868,gea,145,87
51309409498,cea,135,73
51309420445,abb,151,296
51309430476,cbf,211,256
51309431067,aba,76,38
51309464506,feg,97,287
51309493038,eee,15,199
51309503957,gaf,187,261
51309520092,afd,125,61
51309523649,bcc,187,208
51309526760,efb,254,245
51309534923,fda,47,289
51309538214,dde,87,25
51309543677,cee,229,257
51309558601,bga,169,157
51309567173,egc,203,271
51309589105,ffc,201,81
51309594834,cbd,210,56
51309614112,dbc,65,11
51309616695,bed,128,218
51309620893,cgd,219,77
51309625841,cbd,221,63
51309662132,deg,283,146
51309677299,cae,282,258
51309677641,bfb,74,257
51309687137,ccf,295,155
51309721681,gge,198,17
51309724062,bfe,165,68
51309738857,bad,162,61
51309741963,gee,150,114
51309754240,bdc,151,21
51309771409,ggb,163,87
51309823788,ecd,5,163
51309831178,daa,151,122
51309831565,cfd,242,140
51309840271,ddc,43,109
51309854775,gec,77,22
51309860664,gae,14,13
51309861059,fea,295,142
51309863218,cge,33,336
51309864022,cce,198,218
51309873425,dfd,295,40
51309879508,cfc,161,265
51309902263,fbe,166,219
51309902459,gea,73,87
51309904627,agg,4,24
51309908461,caa,79,164
51309914040,eeb,83,86
51309928365,bcb,69,102
51309936458,eec,75,226
51309942462,bgc,111,227
51309942624,dfa,91,264
51309955033,cdb,141,243
51309965073,acd,147,137
51309969328,dfe,164,230
51309972980,fae,206,96
51309988642,ffe,88,72
51309993482,adb,173,238
51309995048,dbe,32,16
51310023972,cca,123,149
51310032288,aef,208,52
51310077958,gaa,2,6
51310079847,gec,5,23
51310117624,ggf,299,147
51310121972,fbd,192,50
51310148024,gfe,270,174
51310180311,abg,79,188
51310201411,ccf,105,182
51310210768,fda,266,309
51310237323,cgb,208,227
51310255140,gab,238,148
51310257084,dae,276,314
51310302375,egg,84,215
51310309972,gaf,250,221
51310313747,cgf,5,57
51310317485,ebe,132,334
51310366363,cgg,144,62
51310369450,bbb,40,13
51310397914,ffb,243,253
51310398207,cfa,45,215
51310413989,dfd,7,33
51310427585,ccb,187,326
51310455393,fba,151,270
51310472650,bag,95,298
51310503750,bef,152,237
51310514724,fec,190,156
51310524618,agb,75,13
51310532417,fdb,190,90
51310540426,dbf,47,219
51310544212,ceg,42,217
51310560699,eed,233,310
51310592284,ecd,275,179
51310631165,gdg,60,276
51310635886,gff,286,177
51310676986,adf,46,64
51310681458,ccg,138,293
51310717697,bea,118,48
51310725997,edb,266,247
51310726805,dbg,92,282
51310731972,dcc,168,170
51310767867,gcb,287,33
51310774963,cbg,271,26
51310806204,gcg,199,72
51310860110,faf,241,254
51310881457,cce,231,196
51310892623,dfc,234,117
51310907884,aff,88,138
51310913237,aag,285,154
51310930480,gad,175,109
51310966311,aca,134,45
51310975057,efd,258,50
51311000973,egf,256,13
51311017686,cab,190,49
51311031861,aec,112,141
51311050474,eaa,275,45
51311111040,aaa,79,165
51311129539,fac,290,10
51311177980,dga,38,84
51311189388,gfg,22,231
51311228278,bdb,185,283
51311228383,cfg,54,179
51311235400,feb,56,242
51311239553,abd,62,141
51311246630,egd,253,289
51311268363,cda,147,176
51311271027,abf,238,87
51311295275,daf,134,6
51311308530,dda,153,98
51311309140,gfc,87,113
51311311415,dce,143,242
51311312131,bbe,19,165
51311343702,egb,95,321
51311365722,dcf,236,229
51311376311,bae,86,87
51311381363,cbb,284,15
51311381501,eca,259,37
51311387258,bbe,243,166
51311409947,eca,53,33
51311444787,cdd,73,43
51311450971,cgb,25,215
51311519431,fee,31,297
51311534761,acf,181,304
51311538901,dag,235,72
51311540781,dgc,294,115
51311553581,fcd,88,237
51311553808,cde,171,11
51311572884,ced,118,241
51311596177,efa,296,115
51311639291,ebc,129,153
51311645011,ded,231,43
51311709170,acg,11,210
51311721077,ebb,291,272
51311750678,eed,65,303
51311756465,fdc,240,182
51311793687,abf,142,84
51311803481,bgf,203,219
51311815761,gcd,282,121
51311843740,ggd,52,162
51311886583,dgb,16,254
51311889537,dae,31,348
51311940640,fdg,144,45
51311948634,eag,73,29
51311973618,agb,188,11
51312011010,fec,133,140
51312018729,bgf,6,183
51312035888,aac,281,78
51312056700,dcd,248,57
51312072089,adg,37,117
51312079402,agd,262,54
51312084716,aef,88,54
51312105458,dcg,206,16
51312119714,fdb,102,73
51312150744,gae,57,12
51312157639,ccc,156,115
51312176175,gda,106,170
51312196623,fdg,170,48
51312200958,efc,108,145
51312224790,ddf,184,45
51312238915,afc,141,113
51312250190,bab,94,22
51312291274,afb,215,214
51312300340,gga,33,134
51312322843,ccf,178,198
51312337539,aef,178,59
51312350390,dee,127,268
51312356610,egc,76,311
51312364367,bcd,165,86
51312378448,ecf,93,23
51312384452,ece,253,229
51312396986,dec,221,174
51312397194,baa,83,298
51312398895,cbc,17,324
51312400626,cec,107,218
51312413705,cba,136,5
51312443641,bab,43,24
51312449553,gdg,293,220
51312455811,ggg,296,55
51312511550,gcf,58,246
51312557311,agc,281,106
51312568921,bga,235,174
51312584189,bcd,171,78
51312597955,beg,173,155
51312598596,aad,295,156
51312633954,aeb,109,163
51312639499,agf,195,284
51312641331,bbg,179,229
51312644834,cab,285,50
51312645128,cda,63,161
51312649241,dae,2,306
51312649368,gge,279,18
51312650929,bfb,101,269
51312653387,dfg,210,54
51312658385,dba,274,27
51312681667,fcg,213,175
51312729994,gde,149,338
51312743056,ceg,295,186
51312751178,aee,2,30
51312769827,dbd,267,240
51312777487,cdc,215,287
51312791647,bbf,206,69
51312805847,eca,189,31
51312814116,fgf,232,115
51312847837,bgg,103,31
51312863158,bff,85,103
51312876215,fff,226,151
51312898886,fec,231,128
51313003335,dcc,183,168
51313004291,cef,142,115
51313006206,bgd,273,42
51313011370,dde,169,26
51313013302,eff,276,65
51313057149,gcg,18,77
51313059213,fgf,216,136
51313062588,gdd,154,168
51313066446,eba,204,97
51313066485,gbe,175,160
51313090354,bce,62,237
51313114829,age,14,177
51313135753,egg,209,189
51313139079,cdf,111,99
51313142297,cad,12,151
51313159496,fcc,110,22
51313161076,abb,279,340
51313165040,dcd,256,62
51313200481,bac,25,121
51313206184,gcb,265,28
51313263687,caf,11,105
51313332674,bde,114,172
51313342219,gba,233,275
51313345089,afd,164,68
51313356362,fgd,123,43
51313386842,fgc,156,176
51313397685,dgg,176,40
51313401553,dgg,205,34
51313407376,aaf,228,245
51313435422,dab,209,218
51313442064,efg,1,39
51313452186,ebc,39,180
51313455444,gfa,5,198
51313462323,fbd,14,40
51313526878,beb,68,91
51313530790,dba,165,31
51313537918,add,266,57
51313580676,fdd,176,129
51313581092,fcg,98,145
51313651812,acc,150,30
51313678231,gbg,62,146
51313678708,fag,82,151
51313680473,gfb,198,86
51313699515,dbc,112,13
51313702683,fgb,170,104
51313708894,aec,281,115
51313730160,ceb,202,52
51313735187,adb,198,197
51313737715,aab,85,169
51313752215,ddf,143,37
51313776876,bdc,189,22
51313783202,ffa,277,41
51313794998,ede,119,204
51313798883,gbd,155,62
51313831556,afe,36,138
51313852162,edc,219,270
51313878621,deb,121,179
51313879875,ddc,66,126
51313882638,gdf,174,163
51313889117,eaa,111,42
51313896157,ggd,65,131
51313917122,fga,287,143
51313919357,eea,249,216
51313930025,dab,188,218
51313950839,cbf,142,248
51313959461,geb,93,126
51313979689,fdf,254,292
51313993261,afa,293,61
51313995892,beg,6,130
51313998411,eef,247,175
51314016591,fce,298,187
51314053239,bbg,255,208
51314054804,dea,50,163
51314060569,bac,281,98
51314063645,cfg,154,162
51314091396,ege,282,300
51314104240,gbg,2,170
51314109271,acd,137,147
51314122273,bcg,245,97
51314125068,cef,196,126
51314144607,aea,1,223
51314151357,fdc,259,205
51314161381,ceg,231,178
51314204558,aee,213,25
51314212140,cbe,184,41
51314218596,fbe,64,205
51314218882,gef,44,292
51314230384,aed,249,262
51314236701,edg,237,108
51314240325,acd,60,149
51314246483,adg,196,100
51314248475,eaa,64,44
51314257858,eec,179,194
51314279669,fdd,109,109
51314309065,bgg,262,27
51314313549,eed,268,360
51314331014,eac,201,232
51314337480,daa,85,112
51314354178,bcb,91,100
51314360455,fab,160,138
51314362442,eff,192,59
51314364140,bbd,20,225
51314369031,gec,218,24
51314397361,fff,150,123
51314397412,fcg,76,129
51314413763,gfc,53,128
51314416656,edd,119,229
51314422927,edf,225,85
51314436960,eda,31,222
51314465232,ege,82,345
51314479818,age,296,187
51314485519,aef,164,56
51314519066,ade,186,83
51314519477,efe,255,185
51314519853,bcc,294,185
51314530020,adc,146,225
51314543395,dbf,11,234
51314549072,fcf,88,179
51314566624,fga,212,125
51314587743,bdg,222,199
51314589620,ebg,241,256
51314611608,dcb,129,222
51314615447,cgg,276,50
51314625606,daf,241,5
51314634216,cac,8,74
51314634423,dad,122,39
51314643658,efd,157,53
51314702743,bba,262,192
51314736103,bab,32,25
51314736351,ddf,271,39
51314767478,eab,122,90
51314781368,cbf,114,225
51314804044,cfb,211,223
51314809074,eab,177,93
51314809857,ecg,216,250
51314818386,gbb,118,341
51314826190,bed,49,257
51314860698,bdd,117,49
51314871849,efe,107,205
51314873860,bda,230,249
51314877529,bfc,277,168
51314888575,gee,210,128
51314921878,faa,257,218
51314928793,dfb,1,6
51314949422,bfg,155,34
51314954836,def,297,237
51314971963,cfe,9,45
51314985678,cdb,156,225
51315009057,bfe,12,57
51315041684,bed,229,287
51315060783,abe,184,22
51315062290,agg,138,27
51315067842,dfa,14,234
51315087045,fdb,42,63
51315124534,bea,161,52
51315136388,gbf,7,189
51315146150,bac,125,113
51315164096,dda,289,111
51315191831,efa,130,105
51315206980,gcc,253,318
51315233709,fef,15,150
51315265741,ded,273,49
51315312430,eae,116,215
51315351511,fca,114,58
51315351696,cbc,224,362
51315361139,ece,207,240
51315361226,fag,284,157
51315375193,ffg,201,95
51315396098,aag,127,172
51315396466,cff,62,242
51315420952,ged,225,83
51315427731,fdb,64,74
51315437015,ead,203,138
51315448936,eca,12,27
51315452786,eaf,31,231
51315468797,ace,149,60
51315506941,faf,76,238
51315544712,bfa,18,214
51315553217,edd,254,242
51315568898,egb,235,301
51315577882,cfc,241,259
51315590697,fde,161,265
51315602231,gcb,226,28
51315602426,dfc,118,106
51315611843,bfb,73,269
51315646735,gfd,98,122
51315653240,gce,290,221
51315655297,egb,72,322
51315657220,eag,253,23
51315666201,egd,205,315
51315689942,ddg,259,243
51315698131,bgb,217,261
51315699790,ada,174,142
51315709073,ccd,101,177
51315777770,bed,248,287
51315788703,dag,281,69
51315803509,gfg,101,231
51315808558,gbd,211,65
51315818711,fbf,94,126
51315823104,ged,233,97
51315849799,fdg,240,45
51315864443,bff,120,112
51315873043,gfc,46,129
51315875579,bcf,60,107
51315880927,dgf,252,276
51315894119,gdc,112,49
51315899634,daf,20,5
51315904785,bbc,272,241
51315907023,fdd,75,127
51315909956,fcg,164,105
51315922818,fbb,3,289
51315936618,caf,228,117
51315938117,gcg,252,70
51315944643,gbd,219,67
51315947852,ecb,148,225
51315948844,fea,100,126
51315965731,bde,238,153
51315983751,ede,152,220
51316008322,fcb,262,40
51316013039,efc,232,145
51316022840,fge,201,128
51316024374,deg,241,151
51316025652,cec,30,180
51316030656,ccb,79,299
51316033209,dbd,78,252
51316090822,dca,57,104
51316125245,ega,106,208
51316136570,baa,122,283
51316143829,ddb,22,239
51316152457,bgg,282,27
51316173396,eba,124,115
51316184343,gde,120,300
51316200619,bfd,166,90
51316205284,ead,143,158
51316217615,gcd,208,106
51316238678,eee,261,200
51316310526,bce,274,203
51316315046,bfc,21,191
51316342185,bca,133,38
51316349252,gdb,132,304
51316353777,gad,274,120
51316366729,bdf,179,82
51316373305,dbe,277,13
51316380942,cdc,117,266
51316392155,gea,143,102
51316424951,ggc,46,240
51316448316,ccg,98,304
51316459130,ebe,25,390
51316485006,eeg,35,226
51316510081,dag,28,56
51316514410,caa,237,180
51316540039,dga,64,83
51316578684,cde,294,12
51316587488,aaf,93,203
51316588368,cee,173,226
51316600640,fef,183,166
51316622915,eea,160,239
51316625527,fbg,239,165
51316628228,dge,140,121
51316633298,cgg,206,52
51316639012,ebf,136,108
51316662136,fde,281,280
51316674846,ddd,137,297
51316688355,fdf,60,283
51316707189,agb,79,12
51316721876,dcb,49,257
51316760677,bfg,100,31
51316765580,ecd,219,175
51316769586,gbd,194,54
51316772044,eeb,40,79
51316781896,cgb,230,247
51316807543,aae,183,195
51316815806,afd,285,80
51316842796,agf,111,269
51316846208,bdf,225,83
51316871692,dfd,89,28
51316873092,gaf,274,258
51316899442,ece,40,230
51316905203,baf,30,203
51316905491,aba,157,37
51316906012,gfb,228,89
51316912896,cag,285,192
51316915995,gcb,30,32
51316950500,cdd,127,42
51316955866,aca,232,38
51316961204,ebe,180,386
51316974331,aaf,189,211
51316978243,egg,149,175
51316985335,baf,253,237
51316989925,fce,23,175
51316995318,cdg,254,138
51316997895,fda,68,315
51317012440,fgg,233,75
51317047811,dac,225,119
51317062123,bae,263,88
51317062327,ace,94,70
51317069950,gdc,69,58
51317072103,fad,173,56
51317113267,caf,56,107
51317117276,fae,115,98
51317117378,bad,263,65
51317128815,gea,117,106
51317134158,gac,92,47
51317145630,cgc,190,37
51317201084,bae,106,78
51317212815,cca,189,143
51317230527,ceb,236,41
51317285187,fee,80,285
51317287701,ddc,125,128
51317291026,ged,143,83
51317310447,abc,273,306
51317344038,dda,138,96
51317388775,ffb,265,280
51317393867,fce,117,154
51317394058,bge,291,42
51317441974,dff,65,94
51317478405,ffc,136,71
51317487976,cfb,259,231
51317488768,bgc,102,208
51317490289,cga,252,157
51317497845,gbc,27,232
51317512801,cbf,118,200
51317517126,fga,126,141
51317518938,cfd,157,147
51317534747,dcc,84,151
51317551592,fcf,61,155
51317551895,dbb,209,181
51317560330,gad,109,127
51317583283,gce,68,260
51317590600,dee,147,310
51317597120,cea,21,86
51317605666,gag,11,169
51317607212,gca,51,256
51317608352,fea,86,142
51317628425,aga,66,10
51317639926,eec,1,186
51317650728,bbb,160,14
51317659181,eab,105,97
51317707535,dgd,204,46
51317734908,acb,221,68
51317744131,efd,159,62
51317749014,aeb,80,145
51317764461,cab,143,51
51317767473,ebd,206,109
51317797326,bcb,185,81
51317798169,ffd,116,70
51317831165,ebb,41,231
51317862136,ccd,294,168
51317885406,agg,230,27
51317894742,adb,170,187
51317895966,bec,52,62
51317923617,aab,273,160
51317928755,cgc,214,35
51317947366,efb,143,267
51317952854,fbc,174,129
51317956771,gfa,244,203
51317979860,aaa,174,196
51317982415,dcf,217,272
51317992507,abf,205,86
51317994389,dfe,101,259
51317997341,aff,23,124
51318004951,bea,178,59
51318028824,eee,92,227
51318046543,bgc,286,247
51318053565,ddg,63,213
51318111689,cgb,29,279
51318113084,fad,165,64
51318125483,gfe,150,154
51318148167,cge,49,322
51318177038,ebe,11,355
51318186053,bab,132,25
51318216858,gcf,154,211
51318220458,gbb,299,317
51318223572,bbd,298,227
51318260291,gdf,165,138
51318275335,fed,281,308
51318276797,ecc,124,251
51318290753,fbe,145,176
51318315329,gaf,28,247
51318317230,dgf,170,253
